MENU_ITEM_NAME,SUB_ITEM_QUANTITY
Cil Onion Ots,1.00
"Cilantro And Onion, Jalepenos, Tomato",1.00
Cilantro Mix On Side,1.00
Cilantro Mix On The Side,1.00
Cilantrovand Jalwpeno On Side,1.00
Cild Glass,1.00
Cilled.gladd,1.00
Cinnamon,1.00
Cinnamon Pretzel Plz,1.00
"Cinnamon Preztel, No Salt",1.00
Cinnamon Stick,1.00
Cinnamon Sugar Please,1.00
Cinnamon Sugar With Caramel Sauce,1.00
Cinnamon Sugar With Chocolate Dip,1.00
Cinnamon Sugar 💓,1.00
Citrus,1.00
Cka,1.00
Ckub Soda,1.00
Classic,1.00
Classic Iced Tea,1.00
Classix.with Salt.on The Rim,1.00
Claw,1.00
Close The Book,1.00
Club Soda / No Ginger Beer,1.00
Club Soda And Couple Of Limes,1.00
Club Soda W Lemon And Lime,1.00
Club Soda With Limes,1.00
Co Cloeslaw Extra Celery,1.00
Cockt,1.00
Cocktaik,1.00
Cocktail Sauce No Vinegar,1.00
Cocktail Sauce On Sidw,1.00
Cocktail Shrimp,1.00
Cocktal,1.00
Coconut Syrup,1.00
Cocorita Half Milk Half Coconut Syrup,1.00
Coke In A Seperate Glass,1.00
Coke On Side,1.00
Coke Zero!,1.00
Coke Zero!!!!!!!,1.00
"Coke, Tall Glass",1.00
Coke.zero,1.00
Cola,1.00
Colby Jack,1.00
Cold Beer,1.00
Cold Class,1.00
Cold Glaassss,1.00
Cold Glas,1.00
"Cold Glass , Lime",1.00
"Cold Glass , No Lime",1.00
Cold Glass If Possible,1.00
Cold Glass On Side,1.00
Cold Glass Pls,1.00
Cold Glass Salt Rim,1.00
Cold Glass W Lime,1.00
Cold Glass With Salt Rim And Limes On Side Pls,1.00
Cold Glass With Salt Rim Pls,1.00
Cold Glass With Salt Rim.,1.00
Cold Glasss,1.00
Cold Please,1.00
Cold Slaw As Side,1.00
Cold Slaw On Sd,1.00
Coldnglass,1.00
Coldshaw On Side,1.00
Coldslaw On Sd,1.00
Coldslaw On Side,1.00
Cole Slaw As Side,1.00
Cole Slaw On The Side,1.00
Cole Slow On Side,1.00
Coles,1.00
Coleslaw And Sauce On The Side,1.00
Coleslaw No,1.00
Coleslaw On Side!,1.00
Coleslaw On The Side,1.00
Coleslow On Side,1.00
Colslaw On Side,1.00
Combine Into Big Queso Togo For Josh,1.00
Come Out As Entree With Chicken Sammy,1.00
Come Out With Her Entree,1.00
Come Out With Tacos,1.00
Come Out With The Salad,1.00
Complained About Fries Being Cold,2.00
Completely Plain; Buffalo And Ranch On Side,1.00
Condiments On Side,1.00
Conner Way,1.00
Connor,1.00
Connor Is Daddy,1.00
Connor Style Quessadilla !!!!,1.00
Cook Extra Well,1.00
Cook Fries Crispy,1.00
Cook Jalapenos In Quesadilla Pls Not On Side !,1.00
Cook Meat Well,1.00
Cook Slightly More,1.00
Cook Steak As Min As Possible,1.00
Cook Steak As Minimal As Possible,1.00
Cook Steak In Ragin Cajun,1.00
Cook Steak Med Rare Please,1.00
Cook That Chicken WELLL done,1.00
Cook Well Done,1.00
Cooked Crispy,1.00
Cooked Medium Sub Tots,1.00
Cooked Medium Well,1.00
Cooked Tortillas,1.00
Cooked Well,1.00
Cooked Well Done,1.00
Cookie In One Bowl Ice Cream In Another,1.00
Coors,1.00
Copd Glass,1.00
Corn Relish On The Side,1.00
Corn Tortilla 2,1.00
Cosmo In Rocks Glass,1.00
Cosmo No Triple,1.00
Cosmo No Triple Sec No Simple Syrup,1.00
Cosmopolitan W Lime,1.00
Cotija And Queso On Side,1.00
"Cotija, Lettuce, Tomato Only",1.00
Couch,1.00
Cowboy Not Plain,1.00
Cowboy Saice On Side,1.00
Cowboy Sauce Wings,1.00
Cowboys Sauce,1.00
Cramberry Juice,1.00
Cran And Club Soda,1.00
Cran On Side,1.00
Cranberry (Shot),1.00
Cranberry And Club soda,1.00
Cranberry And Soda Please,1.00
Cranberry Club Soda Lime Wedge,4.00
Cranberry Juice Too,2.00
Cranberry No Ice,1.00
Cranberry No Make,1.00
Cranberry Pineapple,1.00
"Cranberry, Light Ice",1.00
"Cranberry, Splsh Grenadine, Splsh Soda",1.00
Cranverry Juice Chaser,2.00
Cream Che,1.00
Cream Cheese Togo,1.00
"Creamy, Chocolate Martini",1.00
Creamyb,1.00
Crinkle Fries,1.00
Crinkle Fries Not Garlic,1.00
Crinkled Fries,1.00
Crinklw Fries,1.00
Crispity Crunchity,1.00
Crispy !,1.00
Crispy :),1.00
Crispy And Side Of Nasville Hot,1.00
Crispy Asf,1.00
Crispy Bqcon,1.00
Crispy Buff Chx,1.00
Crispy Chix,1.00
Crispy Chkn,1.00
Crispy Chx,1.00
Crispy Chx Toast Wrap,1.00
Crispy Cod,1.00
Crispy Crispaaaaayyyyy,1.00
Crispy Crispy Crunchy,1.00
Crispy Crispyyyyyy,1.00
Crispy Ff,1.00
Crispy Fires,1.00
Crispy Fish,1.00
Crispy Homefries,1.00
Crispy Like Close To Burnt Type Crispy,1.00
Crispy O Rings,1.00
Crispy Onion On Side,1.00
Crispy Onion Rings,1.00
Crispy Onions,1.00
Crispy Onions And Spicy Mayo On Side,1.00
Crispy Please !!!,1.00
Crispy Pls,1.00
Crispy Shrimps,1.00
Crispy Sprouts,1.00
Crispy Sweet Pot Fries,1.00
Crispy Tortillas,1.00
Crispy Tots Whoke Order,1.00
Crispy Tots!!!!!!!!!!!!!!,1.00
"Crispy Wings, Extra Wet",1.00
Crispy Wrap!!!,1.00
Crispy!!!!,1.00
Crispyyy,1.00
Crispyyy Baconnn,1.00
Crispyyyy Bacon,1.00
Crispyyyy Like Close To Burnt,1.00
Crispyyyyy Crunchy,1.00
Crouton On Sidec,1.00
Croutons,1.00
Croutons And Dressing On The Side,1.00
Crunchy Bacon! Extra Buttery Biscuit Pls,1.00
Crushed Ice,1.00
Crushed Red Pepper,1.00
Cruspy,1.00
Crutons,1.00
Csr Salad No Croutons,1.00
Cucumber,1.00
Cup Of Hot Wing Sauce Please,1.00
Cup Of Queso Pls,1.00
Cup Of Salsa,1.00
Cup Of Salsa As Well,1.00
Customer Didnt Like,1.00
Cut 4 Ways If You Can Pls,1.00
Cut Burger In Half For Two,1.00
Cut Burger In Half Please,1.00
Cut Burger In Half Please!!!!,1.00
Cut Burger In Half Please***,1.00
Cut Burger In Half Plz,1.00
Cut Burrito,1.00
Cut Ib Pieces. For Owner,1.00
Cut In 1/2 Plz,1.00
Cut In 4 Plz,1.00
Cut In Fours,1.00
Cut In Half ! For A Very Small Pup,1.00
"Cut In Half ,two Seperate Plates",1.00
Cut In Half For 2 People,1.00
Cut In Half If Possible,1.00
Cut In Half Is Possible,1.00
Cut In Half Please !!!!,1.00
Cut In Half Please!,1.00
Cut In Half Please!!!!!,1.00
Cut In Half Please!!!!!!!!,1.00
Cut In Half Please!!!!!!!!!!,1.00
Cut In Half Pleasee?,1.00
Cut In Half Pls If Possible <3,1.00
Cut In Half Same Plate Please,1.00
"Cut In Half, Add Mayo",1.00
Cut In Halg,1.00
Cut In Three,1.00
Cut Into 4 Slices,1.00
Cut Into 4ths Please,1.00
Cut Into More Slices,1.00
Cut Into Sticks For Lilz,1.00
Cut Into Sticks With A Side Of Cini Peps N Garlic Butter I Love Love Loveeeee Yall,1.00
Cut It In Strips Like Papa Johns Cheese Sticks,1.00
Cut Like Bread Sticks,1.00
Cut Meat Up A Lot,1.00
Cut N Half,1.00
Cut On Tenders And Put In Salad,1.00
Cut Pls. For Owner,1.00
Cut Sandwich In Half,1.00
Cut Sandwirch In Half,1.00
Cut Tenders Up And Put In Salad,1.00
Cut Up Chicken More,1.00
Cut Up Chicken Put In Salad Pleaseee,1.00
Cut Up On Salad,1.00
Cut Up Tenders And Put In Salad,1.00
Cut burger in half,1.00
Cut sub in half,1.00
Cut sub into 2 and put 1/2 sub and fries into two seperate trays,1.00
Cut sub into 2 and put half fries/sub into each tray,1.00
Cutnin Half,1.00
DAD BLOOD OJ,1.00
DAD LIME,1.00
DAD ORANGE,1.00
DAD water Blood Orange,1.00
DAIRY ALLERGIES,1.00
DAIRY ALLERGY !!!!! NO DAIRY !!!!!!,1.00
DAIRY ALLERGY!,1.00
DANA AFTER DARK WITH RASPBERRY,1.00
DANA BRING THEM OUTSIDR,1.00
DBL,1.00
DEATHLY ALLERGIC TO ONIONS !!!!!!!!!,1.00
DIET,1.00
"DIET COKE, SHORT GLASS",1.00
DIRTY SHIRLEY,1.00
DIRTY martini,1.00
DIRTY martini lots Of Olives,1.00
DISASSEMBLED !,1.00
DNT MAKE,1.00
DO NOT MAKE !!!!!,1.00
DO NOT MAKE THIS ONE,1.00
DONT CUT,1.00
DONT FRY,1.00
DONT MAKE !!!!!!!!!!,1.00
DONT MAKE EITHER,1.00
DONT MAKE THE SIDE CEASAR,1.00
DONT MAKE YOU BITCH ASSES LOVE YOU QUEENS SLAY ALL DAY,1.00
DONT MAKEEEE,1.00
DONT MOCK THE DRAGON,1.00
DONT NAKE ANY OF THESE,1.00
DONT SMOKE,1.00
DOUBLE BURGER,1.00
DOUBLE CURACAO,1.00
DOUBLE JEAOPARDY,1.00
"DRAGON,FRUIT INSTEAD.IF.CLASSUC",1.00
DRESSING ON SIDE,1.00
DRY MARTINI,1.00
DRY RUB ON CHICKEN,1.00
Dad Water,1.00
Dairy & Gluten Allergy****,1.00
Dairy Allergy!!,1.00
"Dairy Allergy, No Butter",1.00
Dairy And Egg Allergy,1.00
Dairy And Nut Allergy,1.00
Dairy Intollerance,1.00
Dana After Dark,1.00
Dana After Dark Sub Raspberry,1.00
Dana Make It,1.00
Dana Make Pls,1.00
Dark Amd Stormy,1.00
Dark And Stormy,1.00
Dave,1.00
Dbl On Da Rocks Mike,1.00
Dbl Repo Rita Tall,1.00
Dbl St Germain,1.00
Deagin Fruit,1.00
Death,1.00
Deconstruido,1.00
Deliver To 42 Birthday Table,1.00
Denim Glasses,1.00
Denim Jacket,1.00
Denim Vest,1.00
Desert Pear Marg,1.00
Desertcpear Purple,1.00
Diary Allergy,1.00
Dice All Toppings,1.00
Dice Onins To Go,1.00
Diced Jalapenos,1.00
Diced Jalapenos Please,1.00
Diced Jalepenos,1.00
Didnt Want Dressing,1.00
Diet Coke Back,1.00
"Diet, Tall",1.00
Dine In,1.00
Dipped In Honey Mustard,1.00
Dirty Ass Martini,1.00
Dirty Hipl,1.00
Dirty Hippie,1.00
Dirty Mar,1.00
Dirty Martini By Felipe,1.00
Dirty Martini Extra Dry,1.00
Dirty Martini Lime Rubbed On Rim?,1.00
Dirty Martini W 3 Olives,1.00
Dirty Martini With A Twist; Olives On The Side,1.00
Dirty Martini With Olives,1.00
Dirty Martini With olives,1.00
Dirty Martni,1.00
Dirty Shirly,1.00
Dirty Temple,1.00
Dirtyyyy Martini,1.00
Disco,1.00
Dnt Make,1.00
Do As Marg,1.00
Do NOT Toast Bun,1.00
Do NoT MakE,1.00
Do Not Chill!!!!!!,1.00
Do Not Drop In Oil,1.00
Do Not Make Yet,1.00
Do Not Make!!!!!,1.00
Do Not Mske,1.00
Do Not Por,1.00
Do Not Smoke!!!!!,1.00
Do Not Smoke!!!!!!!!,1.00
Do Not Smoke!!!!!!!!!!,1.00
Do Not Toast!!,1.00
Dobt Make,2.00
Dobt Make Salad,1.00
Does Want Side Salsa,1.00
Does Want Sour Cream And Salsa,1.00
Doesnt Need Ranch Or BC Thank You !,1.00
Don Julio,1.00
Don Julio Silver,1.00
Done Lightly,1.00
Donr Make,1.00
Dont,1.00
Dont B Shyyyyy,1.00
Dont Bag,1.00
Dont Be Annoyed 😬,1.00
Dont Cut Tenders,1.00
Dont Dice Cod Please,1.00
Dont Drop Yet. Wait for Sean,1.00
Dont Fry So Crispy Please🍟❤,1.00
Dont Make !!!!,1.00
Dont Make It Dana,1.00
Dont Make!!!!,1.00
Dont Make!!!!!,1.00
Dont Makwn,1.00
Dont Mame,1.00
Dont Need Ranch Or BC,1.00
Dont Open,1.00
Dont Open It,1.00
Dont Pour,1.00
Dont Toast,1.00
Dont Toast Bun,1.00
"Dont Toast, Add Peppercini & Red Onion / To Go Tyler",1.00
"Dont Toast, Tyler To Go",1.00
Dont Toss In Boom Boom,1.00
Dont Toss. Sweet Heat On Side,1.00
Dont make,1.00
Dos EQUIS,1.00
Dou,1.00
Doubke,1.00
Doubke Patty,1.00
Double As Martini,1.00
Double Bacon Cheeseburger No Bun No Veggies,1.00
Double Cheddar Cheese,1.00
Double Cheeseburger W Lettuce Bun,1.00
Double Chz Burger,1.00
Double Dalmore 12,1.00
Double Dirty Martini,1.00
Double Fried Chicken,1.00
Double Garden,1.00
Double Gauc,1.00
Double Highland Park,1.00
Double Italian Sausage,1.00
Double Ketchup,1.00
Double Manh,1.00
Double Marg,1.00
Double Martini,1.00
Double Meat. Double Cheese. No Bacon. Extra Pickles. Bun On Side,1.00
Double Old,1.00
Double Old Fasionel,1.00
Double Ood Fasioned,1.00
Double Order Tossed In rajin,1.00
Double Paper Plane,1.00
Double Pepperoni,1.00
Double Portion Chicken,1.00
Double Queso No Mustard,1.00
Double Rancg,1.00
Double Redemption Doubke,1.00
Double Rum,1.00
Double Sausage,1.00
Double Tall Glass With Limes <3,2.00
Double Tequila,1.00
Double Titos,1.00
Double Tomatoes,1.00
Double With Redbull,1.00
Double?,1.00
Doueb,1.00
Dragon,1.00
Dragon Fruit For  Pear,1.00
Dragon Fruit With Sugar,1.00
Dragon Fruit With Sugar Rim,1.00
Dragon Mojito,1.00
Dragon's Milk,1.00
Dragonfruit Tap Out Marg,1.00
Dragonfruit!,1.00
Dragonfruit!!!!,1.00
Drain Grease From Patty Pls,1.00
Dresding On Side,1.00
Dressed,1.00
Dressibg On Side,1.00
Dressing O The Side,1.00
Dressing O\\S,1.00
Dressing On Salad,1.00
Dressing On Sde,1.00
"Dressing On Side For Both, All To Go",1.00
Dressing On Side Togo,1.00
Dressing On Side!!,1.00
Dressing On Sode,1.00
Dressing On The Side For Caesar,1.00
Dressing Ots,1.00
Dressingon Sd,1.00
Dressings Both On Side Vinnagrette Blue Cheese,1.00
Drink Mod Upcharge,1.00
Drink Name,1.00
Drizzke Buffalo On Top,1.00
Drizzle A Lil Bit Of Queso On Fries Please,1.00
Drizzle Baby Rays On Pork,1.00
Drizzle Poblano Sauce,1.00
Drizzle Sweet Heat Sauce N Top Please,1.00
Drums If Oossible,1.00
Drums Only,1.00
Drums Only Pls If You Can,1.00
Drunk Lepercon,1.00
Drunk Leprechaun,1.00
Dry Martini,1.00
Dry Rub,1.00
Dry Rub Side,1.00
Dublin Mule,1.00
Dust With Ragin Cajun For Sydney,1.00
Dwoo,1.00
E Glass,1.00
EASY ON THE CHEESE,1.00
ENGINEER,1.00
EVERYTHING BAGEL FOR LILLIE,1.00
EVERYTHING ELSE ON THE SIDE,1.00
EVERYTHING ON SIDE,1.00
EVERYTHING OUT AT THE SAME TIME,1.00
EVERYTHING SEASONING ON PRETZEL,1.00
EVERYTHINGGG TOOOO GOOOOO,1.00
EVETYTHING BAGEL,1.00
EXTRA - SEND OUT WITH WINGS FOR WINDOW PLS !!!,1.00
EXTRA AIOLI,1.00
EXTRA BACON,1.00
EXTRA BACON ON THESE - USE THE PORTION FROM THE OTHER SIDE OF BRUSSELS ON THESE PLEASE,1.00
EXTRA BALSAMIC,1.00
EXTRA BBQ ON THE SIDE AS WELL PLEASE,1.00
EXTRA BLEU CHEESE,1.00
EXTRA BUFFALO SAUCE ON SIDE,1.00
EXTRA BUTTERY,1.00
EXTRA Balsamic,1.00
EXTRA CHERRYS AMD JUICE,1.00
EXTRA CHILLED GLASS OLEASE,1.00
EXTRA CHZ,1.00
EXTRA CILANTRO,1.00
EXTRA CRISPY !,1.00
EXTRA CRISPY PLS,1.00
EXTRA CRISPY WINGS AND FRIES,1.00
EXTRA CROUTON,1.00
EXTRA CROUTONS INSTEAD PLS,1.00
EXTRA EXTRA CRISPY,1.00
EXTRA EXTRA CRISPY WINGS,1.00
EXTRA EXTRA PICKLED ONIONS ON SIDE,1.00
EXTRA EXTTA CARAMEL,1.00
EXTRA GARLIC,1.00
EXTRA HOT,1.00
EXTRA HOT COOKIE PLEASE,1.00
EXTRA LEMON PEPPERY,1.00
EXTRA LIGHT CHZ N SAUCE,1.00
EXTRA LIMES ON SIDE,1.00
EXTRA MARINARA,1.00
EXTRA MOZZ,1.00
EXTRA MOZZARELLA,1.00
EXTRA MUSHROOM,1.00
EXTRA OICKLES,1.00
EXTRA OLIVES,1.00
EXTRA ON A SIDE PLATE PLEASE !!!,1.00
EXTRA PARM,1.00
EXTRA PEACHYYYYY,1.00
EXTRA PEPPERONI ON SIDE,1.00
EXTRA PICKLE,1.00
EXTRA PICKLED ONION,1.00
EXTRA PICKLES,1.00
EXTRA PICKLES !,1.00
EXTRA PITA BREAD,1.00
EXTRA POBLANO,1.00
EXTRA QUESO ON NACHOS PLS,1.00
EXTRA RANCG,1.00
EXTRA RANCH,1.00
EXTRA RED ONIONS,1.00
EXTRA SALTED,1.00
EXTRA SALTY,1.00
EXTRA SAUCE,1.00
EXTRA SAUCE AND MAYO,1.00
EXTRA SD COCKTAIL,1.00
EXTRA SD OF POBLANO,1.00
EXTRA SD RANCH,1.00
EXTRA SEASONING,1.00
EXTRA SHROOMS,1.00
EXTRA SIDE OF BOOM BOOM,1.00
EXTRA SIDE OF QUESO,1.00
EXTRA STEAK ! THANK YOU,1.00
EXTRA SWEET,1.00
EXTRA Skrong Extra Sweet :-))) -Diona,1.00
EXTRA TOASTED PLS,1.00
EXTRA WELL CHICKEN,1.00
EXTRA WELL TOTS,1.00
EXTRA WET EXTRA CRISPY,1.00
EXTRA WITH THE NACHOS,1.00
EXTRA ketchup,1.00
EXTRAAAA CRISPY,1.00
EZ On Sour Mix,1.00
Eagle Rare,1.00
Eagle rare,1.00
Eapreaso Martini,1.00
Easy Ice,1.00
Easy Lem Pepper,1.00
Easy On The Buffalo,1.00
Easy On The Cheese,1.00
Easy On The Sauce Pls,1.00
Easy Ranch,1.00
Easy Salt,1.00
Edges Of Pizza And Pepperoni Crispy,1.00
Edtra Bleu Cheese,1.00
Edtra Pickle,1.00
Egg And Peanut Allergy,1.00
Egg Fried !!!,1.00
Egg On Side,1.00
Egg On The Side,1.00
Egg Scrambled Soft,1.00
Eggs Over Medium,1.00
Eggs Scrambled Hard,1.00
Eggs Scrambled With Cheese,1.00
Eith Eings,1.00
El Madaor,1.00
Eli,1.00
Ella,1.00
Embered Tropical Sunset Cocktail,1.00
Empress 1908,1.00
Esoressoartini,1.00
Espresso Martimi,1.00
Espresso Martini Ghost,1.00
Essential Tee,1.00
Everthing Season,1.00
Everyhimg,1.00
Everyhing Pretzel,1.00
Everythimg,1.00
Everythin Seasoning,1.00
Everything BAGEL pretzel,1.00
Everything Bagel !!!,1.00
Everything Bagel Please!!!,1.00
Everything Bagel Seasoning!!!!!!,1.00
Everything Boxed Seperate,1.00
Everything Else In Bowl,1.00
Everything Extra Salt,1.00
Everything On Sde,1.00
Everything On Side But Chicken And Cheese,1.00
Everything On Side Except Cheese And Queso,1.00
Everything On The Side!!!!,1.00
Everything Pret,1.00
Everything Pretzel Kev Bitch,1.00
Everything Separate!!!!!!!!,1.00
Everything Seperate,1.00
Everything on side,1.00
Everythng,1.00
Everythng Pretzel,1.00
Ex Balsamic Glaze On Sd,1.00
Ex Ceispy,1.00
Ex Crispy Bacon,1.00
Ex Ex Crispy,1.00
Ex Wet,1.00
Expre,1.00
Exra Crispy,1.00
Exrra Crispy,1.00
Exrra Lime,1.00
Exrta Crispy,1.00
Exrta Taco,1.00
Ext Crispy,1.00
Exta Buff Sauce On The Side,1.00
Exta Queso,1.00
Extra  Cheese,1.00
Extra  Crispy,1.00
Extra Aloi,1.00
Extra Aoli,1.00
Extra Aoli On Side,1.00
Extra BSB On Side,1.00
Extra Bacon Ots,1.00
Extra Baisl,1.00
Extra Bal Vin,1.00
Extra Bals,1.00
Extra Balsalmic On The Side,1.00
Extra Balsamic On It,1.00
Extra Balsamic On Side,1.00
Extra Banana Peppers,1.00
Extra Bbq On Burger,1.00
Extra Bbq On Side Too Please,1.00
Extra Bbq Sauce,1.00
Extra Beer Cheese,1.00
Extra Big Side Of Pickles,1.00
Extra Blackened Seasoning,1.00
Extra Blue Cheese,1.00
Extra Blue Cheeze,1.00
Extra Boom Boom,1.00
Extra Boom Boom Sauce*,1.00
Extra Bowl,1.00
Extra Brisket,1.00
Extra Buff Sauce Plz,1.00
Extra Buffalo,1.00
"Extra Buffalo On Side, No Ranch Or Bc",1.00
Extra Buffalo sauce On Side,1.00
"Extra Butter, Extra Salt",1.00
Extra Buttery,1.00
Extra Caesar,1.00
Extra Caesar Dressing Ots,1.00
Extra Caeser On Side,1.00
Extra Cajun,1.00
Extra Cajun On Side,1.00
Extra Cajun On Wings,1.00
Extra Ceasar Dressing On Side,1.00
Extra Ceasar Ots,1.00
Extra Ceaser On Side,1.00
Extra Celary,1.00
Extra Celery Instead Of Fries,1.00
Extra Celery Instead Of Side,1.00
Extra Cesar,1.00
Extra Cheddar Jack,1.00
Extra Cheese And Pickles On Burger!!!!!!!!,1.00
Extra Cheese And Ricotta,1.00
Extra Cheese And Sauce,1.00
Extra Cheese On Burger,1.00
Extra Cherries,1.00
Extra Cherry,1.00
Extra Cherrys,1.00
Extra Chili Crisl,1.00
Extra Chill,1.00
Extra Chilled,1.00
Extra Chispy,1.00
Extra Chopped Jalepenos,1.00
Extra Chrese,1.00
Extra Chrispy Rajin And Nash Mixed Together,1.00
Extra Chz,1.00
Extra Cilanro And Onion,1.00
Extra Cilantro Onion And Jalapeno,1.00
Extra Cilantro Onion And Jalapenos,1.00
Extra Cilantro Onion And Jalepeno,1.00
Extra Cocktail,1.00
Extra Cocktail Sauce!,1.00
Extra Cod,1.00
Extra Coleslaw!,1.00
Extra Cookie,1.00
Extra Cotija,1.00
Extra Cran And Pineapple,1.00
Extra Crippy,1.00
Extra Cripsy Chicken,1.00
Extra Cripsy Extra Wet,1.00
Extra Cripy,1.00
Extra Crisly Rings,1.00
Extra Crisoy,1.00
Extra Crisoy Fries,1.00
Extra Crisp Fish,1.00
Extra Crispu,1.00
Extra Crispy And Lots Of Ketchup,1.00
Extra Crispy Bacon + Super Buttery,1.00
Extra Crispy Bacon - Butter Pls,1.00
Extra Crispy Extra Wet,1.00
Extra Crispy Feies,1.00
Extra Crispy Fires,1.00
Extra Crispy Friea,1.00
Extra Crispy Fries Please,1.00
Extra Crispy Fries!!!!!!!!!,1.00
Extra Crispy Like Coose To Burnt,1.00
Extra Crispy Nugs Pls,1.00
Extra Crispy Onion Rings,1.00
Extra Crispy Onions On It,1.00
Extra Crispy Pepperoni,1.00
Extra Crispy Please,1.00
Extra Crispy Please !!!,1.00
Extra Crispy Pleaseeee,1.00
Extra Crispy Plz,1.00
Extra Crispy Sauce On Thw Side,1.00
Extra Crispy Tenders,1.00
Extra Crispy Tenders!!!!!!!!!!!!!!,1.00
Extra Crispy Tossed In Nashville Hot,1.00
Extra Crispy Well Done,1.00
Extra Crispy Wings And Friea,1.00
Extra Crispy Wings And Fries,1.00
Extra Crispy Yuhhh,1.00
Extra Crispy × Extra Wet Nuggets,1.00
Extra Crispy × Toss Extra Wet,1.00
Extra Crispy!!!!!!!,1.00
"Extra Crispy, Extra Wet",1.00
"Extra Crispy, Extra Wet, Lemon Pepper On Top",1.00
"Extra Crispy, Tossed Extra Wet",1.00
"Extra Crispy, Well Well Done",1.00
Extra Crispyyyyy,1.00
Extra Crissssspy,1.00
Extra Crouton,1.00
Extra Croutons And One Extra Ceasar Dressing On Side,1.00
Extra Croutons Instead Pls,1.00
Extra Croutons Instead Pls !,1.00
Extra Croutons On Sd,1.00
Extra Croutons On Side,1.00
Extra Crsipy Wings,1.00
Extra Cup Of Spicy Mayo On Side,1.00
Extra Cup Or Malt Vin Aioli,1.00
Extra Diced Tomatoes,1.00
Extra Dirty Marinti,1.00
Extra Dirty Martini Extra Olives,1.00
Extra Done,1.00
Extra Done Burger!,1.00
Extra Dressing On Sd,1.00
Extra Dressing On Side Pls !,1.00
Extra Dressing On The Side Please !,1.00
Extra Dressing Onside,1.00
Extra Eggs,1.00
Extra Extra Crispy Fries,1.00
Extra Extra Crispy Polease,1.00
"Extra Extra Crispy, Lemon Pepper On Top",1.00
Extra Extra Onion,1.00
Extra Extra Pickels,1.00
Extra Extra Side Of Chili Crisp,1.00
Extra Extra Toasted,1.00
Extra Extra Well Done Pls,1.00
Extra Fresh Jalapenos,1.00
Extra Fried,1.00
Extra Fried Everyrhing,1.00
Extra Fries If Possible,1.00
Extra Fries No Coleslaw,1.00
Extra Fries Please,1.00
Extra Garlic,1.00
Extra Garlic Butter,1.00
Extra Garlic On Fries,1.00
Extra Generous With The Hot Honey,1.00
Extra Green Onion,1.00
Extra Honey Mustard,1.00
Extra Honey!,1.00
Extra Honey!!,1.00
Extra Hot And Crispy,1.00
Extra Hot Honey Ots,1.00
Extra Hot Meat!,1.00
Extra Hot Sauce,1.00
Extra Hot Sauce On Side,1.00
Extra Hot?,1.00
Extra Hothoney Ots,1.00
Extra Hotnhoney Om Sd,1.00
Extra Hotnhoney On Sode,1.00
Extra Ice Cream On Side,1.00
Extra Ice In Bucket,1.00
Extra Icecream Scoop On The Side,1.00
Extra Impossible,1.00
Extra Impossible Patty,1.00
Extra Italian Dressing On Sd,1.00
Extra Italian On Side,1.00
Extra Italian Seasoning,1.00
Extra Jala All Inside,1.00
Extra Jala Inside,1.00
Extra Jalap,1.00
Extra Jalapeno Inside,1.00
Extra Jalaprno,1.00
Extra Japs On The Sidr,1.00
Extra Japs Ots,1.00
Extra Kbbq On Side,1.00
Extra Korean Bbq,1.00
Extra Lem Pep,1.00
Extra Lem Pep Ots,1.00
Extra Lemon,1.00
Extra Lemon Juice,1.00
Extra Lemon Pep,1.00
Extra Lemon Pepper On It Thanks,1.00
Extra Lemon Pepper On Side,1.00
Extra Lemon Rub On Side,1.00
Extra Lettuce,1.00
Extra Lettuce (Romain),1.00
Extra Lettuce And Tomato,1.00
Extra Lettuce And Tomato On The Side,1.00
Extra Lettuce In Wrap,1.00
Extra Light Chz,1.00
Extra Light Sauce,1.00
Extra Light Seasoning,1.00
Extra Little Splash Of Titos Please,1.00
Extra Love Please,1.00
Extra Malt Aioli,1.00
Extra Malt Vin Aioli,1.00
Extra Malt Vinegar,1.00
Extra Mayo And Extra Lettuce,1.00
Extra Mayo On The Side,1.00
Extra Michelada Mix,1.00
Extra Mozarell,1.00
Extra Mozzarella,1.00
Extra Mozzeralla,1.00
Extra Mushroom,1.00
Extra Mushroom And Onion,1.00
Extra Mushrooms,1.00
Extra Mushroon,1.00
Extra Oil & Vin On Side,1.00
Extra Olive Oil & Vinegar,1.00
Extra On Side,1.00
Extra On Side With Burger,1.00
Extra On Side With The Salad,1.00
Extra Onion Add Japs,1.00
Extra Onion And Pepporcini,1.00
Extra Onion And Pickles On Side,1.00
Extra Onion Cilantro,1.00
Extra Onion Cilantro On The Side,1.00
Extra Onion Cilatron On The Side,1.00
Extra Onions !,1.00
Extra Parm Cheese,1.00
Extra Peach Puree/Schnapps On Side,2.00
Extra Peaxh Puree,1.00
Extra Pep,1.00
Extra Pepperoci,1.00
Extra Pepporni,1.00
Extra Pepprni,1.00
Extra Pickeld Onion,1.00
Extra Pickle Onion,1.00
Extra Pickled Oniom,1.00
Extra Pickled Onions On Side,1.00
Extra Pickled Onions Pleaseeeeeee,1.00
Extra Pickles On The Side Too !!!,1.00
Extra Picklessss,1.00
Extra Pinneapple,1.00
Extra Pork,1.00
Extra Puckles,1.00
Extra Queso On Side,1.00
Extra Queso On The Side,1.00
Extra Queso Pls,1.00
Extra Queso. No Mustard,1.00
