MENU_ITEM_NAME,SUB_ITEM_QUANTITY
Add Raw Onions,11.00
Add Roasted Red Peppers,11.00
Add Sliced Tomatoes,10.00
Add Sweet Baby Rays BBQ Sauce,11.00
And Ranch,11.00
Asian Chili Crisp Sauce TOSS,11.00
Balsamic On Side,11.00
Big Tortilla,11.00
Blue Cheese,11.00
Buffalo Sauce On Side,11.00
Chicken,11.00
Cld Glass,11.00
Cosmopolitan,11.00
Extra Jalapeno,11.00
Extra Onion,11.00
Extra Red Onion,11.00
FOR LYNN,11.00
Fried Hard,13.00
Ghost,11.00
Grateful Dead,14.00
Guava Marg,11.00
Large,10.00
Lite Sauce,11.00
Louise,12.00
MEDIUM,11.00
Mix,11.00
Mixed Together,11.00
NO CHIPS,11.00
NO MAYO,11.00
No Agave,11.00
No Burger Patty,11.00
No Mustard,11.00
No Ricotta 4oz,11.00
No Salsa Sub Queso,11.00
No Shredded Mozzarella Cheese*,11.00
No Sweet Baby Rays BBQ Sauce*,11.00
Not Smoked,11.00
O Go,11.00
Only Sour Cream,11.00
Paloma,11.00
Pickles On Side,11.00
SD MUSTARD,11.00
Shredded Parmesan on the side*,11.00
Side Caesar,11.00
Side Of Fries,11.00
Spicy Rita,11.00
Splash Of Oj,11.00
Sub Fries For Chips,11.00
Sub Side Caesar,11.00
TOTS,11.00
To Gooo,11.00
Toss Fries BSB,11.00
Tots Extra Crispy,11.00
Waffle Fries,11.00
Washington Apple,15.00
With Glass,11.00
ALL DRUMS,10.00
Add Taco,10.00
Add Tomato**,10.00
All Drums If Possible,10.00
Aperol Spritz,10.00
Apple Martini,10.00
As A Mule,9.00
Bacon On Side,10.00
Basil Breeze,10.00
Boarding Pass,10.00
Coleslaw On Side,10.00
Double Old Fashioned,10.00
EXTRA LIME,10.00
Extra Grilled Chicken w Sazon 4oz,10.00
FOR HERE,10.00
FRIES EXTRA CRISPY,10.00
For Us,10.00
H,10.00
In A Rocks Glass,10.00
In Bucket,10.00
LIGHT CHEESE,10.00
Lime And Cold Glass,10.00
MIX SAUCES PLEASE,10.00
MIXED SAUCE,10.00
Make As Wrap,10.00
Mayo,10.00
Mayonnaise On The Side,10.00
NO CHIPS SUB FRIES,10.00
NO SALT,10.00
No Basil 2Tb,10.00
No Burger Patty*,10.00
No Chips Sub Brussels,10.00
No Chives,10.00
No Parsley*,10.00
No Pickled Onion,10.00
No Simple Syrup,10.00
No Tajin,10.00
Nomake,10.00
Old F,10.00
Old Glass,10.00
Oldfashion,10.00
PINT,10.00
Repo,10.00
SUB CHICKEN,10.00
Salt & Vinegar Dry Rub TOSS*,10.00
Sample,10.00
Shredded Mozzarella Cheese,10.00
Shredded Mozzarella Cheese 2oz*,10.00
Shredded Mozzarella Cheese*,10.00
Spicy Marg,10.00
Splash Of Lime,10.00
Splash Pineapple,10.00
Sub Onion Rings,10.00
Sub Pepper Jack Cheese,10.00
Sub Tequila,12.00
TO GO!,10.00
Toss Buffalo,10.00
Tossed In Buffalo,10.00
W Cup Of Ice,10.00
16.9,9.00
1oz,9.00
22,9.00
2oz,9.00
Add Italian Seasoning,9.00
Add Lime,9.00
Add Mayonnaise*,9.00
Add Nash Hot,9.00
Add Onion Cilantro Mix*,9.00
Add Pear,9.00
Add Pepper Jack,9.00
Add Watermelon,9.00
BEER FLIGHT,9.00
BLACK CHERRY,9.00
BUFF LEM PEP MIX,9.00
Bbq Sauce On Side,9.00
Boom Boom On Side,9.00
Brisket Sub,9.00
CHICKEN AND QUESO ONLY,9.00
COKE,9.00
Cold Glass!,9.00
Cold Gpass,9.00
Cooked Medium,9.00
DANA,9.00
Dog and Fries,9.00
Extra Crispy Tots,9.00
Extra Crispy Wings,9.00
Extra Jala,9.00
Extra Lemon Pepper,9.00
Extra Seasoning,9.00
Extra Spicy,9.00
Extra Spicy Mayo,9.00
FRIED CHIC,9.00
Fried Shrimp,9.00
Fries Tossed In Cajun,9.00
Frozen Glass,9.00
G,10.00
GRILLED NOT FRIED,9.00
Grill Chicken,9.00
Honey Mustard On Side,9.00
Ice Cream On The Side,10.00
In Wrap,10.00
JUICED,9.00
Lemondrop Martini,9.00
Light Dressing,9.00
Lime Slice,9.00
Mezcal,9.00
NO GARDEN,9.00
No Chips Sub Slaw,9.00
No Croutons 4oz,9.00
No Jalapenos,9.00
No Provolone Cheese,9.00
No Tajin Rim,9.00
On Side Jalepenos,8.00
Onion Cilantro Mix On The Side,9.00
Only Sour Cream On The Side,9.00
Out First,9.00
Over Hard (1),9.00
Pint Glass Splash Of Cran,17.00
Rare,9.00
SUB FRIED,9.00
SUB Grilled Chicken,9.00
Scallions On The Side*,9.00
Sd Sour Cream,9.00
Shamrock A Rita,9.00
Side Of Jalapenos,9.00
Side Of Lemon Pepper,9.00
Splash Of Gingerale,9.00
Sub Buffalo Cauliflower,9.00
Sub Impossible Patty,9.00
Sub Lunazul,9.00
Surfside Green Tea & Vodka can,9.00
TO GO***,9.00
TOGOO,9.00
Tomato On Side,9.00
With Salt,9.00
Xtra Xtra Crispy,9.00
2,10.00
Add Boom Boom Sauce*,8.00
Add Grand Marnier,8.00
Add Grilled Onion,8.00
Add Olives,8.00
Add Onion*,8.00
Add Pickled Red Onions,8.00
Add Red Onions 1 4cup,8.00
Add Shredded Parm,8.00
Add Sweet Baby Rays BBQ Sauce(Pizza)*,8.00
Add Whole Milk Mozzarella 1cup,8.00
Arnold Palmer,8.00
As Many Flats As Possible,8.00
BIG,8.00
BLUEBERRY,8.00
Boodles Double,8.00
Buffalo Chicken,8.00
Buffalo Ranch Sauce,8.00
Buffalo Sauce on the Side,7.00
Buffalo Trace,8.00
CRISPY,8.00
Charge,8.00
Cheese On The Side,7.00
Cold Glasz,8.00
Cranberry Back,9.00
Crispy Bacon,8.00
DAIRY ALLERGY,8.00
"Double, Strawberry, Salt Rim",4.00
Drink,8.00
Everything Pretzel,8.00
Everything Seasoning,8.00
Extra Chicken,8.00
Extra Dressing,8.00
Extra Shredded Parmesan Cheese 2oz,10.00
FRIES,8.00
Fly Eagles Fly,8.00
Fries Well Done,8.00
GINGERALE,8.00
GTea,8.00
Glass With Ice,8.00
Glenlivet 12yr Scotch Double,8.00
Half Guinness,8.00
Honey Bee,8.00
JUICED ON PONCE,8.00
Jalepenos On Side,8.00
LIGHT CHZ,8.00
Lemon Twist,8.00
Light Mozzeralla,8.00
Lime And Lemon,8.00
Lime And Lemon Wedge,8.00
Marinara Sauce,8.00
Med Well,8.00
Medium Rare Steak,8.00
Mix Lmn Ppr,8.00
Mix Please,8.00
NO CHICKEN,8.00
No Garlic Oil*,8.00
No Meat,8.00
No Mint,8.00
No Pickles,8.00
No Prickly Pear Sub Mango!!!!!!!!!!,2.00
No Sausage*,8.00
No Simple,8.00
No Sugar Rim,8.00
No Triple Sec,8.00
ONLY PATTY AND CHEESE,8.00
ONLY SOUR CREAM,8.00
OUT FIRST,8.00
On Side Buffalo,8.00
On The Rocks,8.00
Only Cheese,8.00
Only Meat & Cheese,8.00
Passionfruit,8.00
RANCH WATER,8.00
Rasberry,8.00
Redbull,9.00
SUB FRIES,8.00
SUB IMPOSSIBLE PATTY,8.00
Salt On Rim,8.00
Salt Rim With A Lime,8.00
Same Glass,10.00
Sd Mustard,8.00
Serve In Cold Glass,8.00
Shamrock Rita,8.00
Shamrockarita,8.00
Side Boom Boom,8.00
Side Of Garlic Parm,8.00
Side Of Hot Wing Sauce Please,8.00
Slaw On The Side,8.00
Splash Of Grapefruit,8.00
Split On 2 Plates Please,6.00
Straberry,8.00
Strawberry Mojito,8.00
Sub Blackened Shrimp,8.00
Sub Coleslaw,6.00
Sub Garlic Fries,8.00
Sub Pepper Jack,8.00
Sun Cruiser,8.00
Sweet Heat Bbq On Side,8.00
TITOS,8.00
TO GOOOOO,8.00
TOOOOO GOOOOO,8.00
TOOOOO GOOOOOOO,8.00
TOOOOOO GOOOOOOO,8.00
Tap Out Margarita,8.00
To Gi,8.00
To Gooooo,8.00
Tooo Gooooooo,8.00
Toooo Goooooooo,8.00
Top Shelf,8.00
Toss Chicken In Sweet Heat,8.00
Tossed,8.00
Training Wheels,8.00
Two Limes,8.00
Virgin,8.00
With Burger,8.00
6,6.00
ADD BACON,7.00
ADD GRILLED CHICKEN,7.00
ADD LEMON PEP,7.00
ADD LEMON PEPPER TO WINGS,6.00
AS APPETIZER,7.00
Add Brisket,7.00
Add Buttermilk Ranch Dressing 1.5oz,7.00
Add Cheese,8.00
Add Ham,7.00
Add Hand-Breaded Crispy Chicken (Pizza),7.00
Add Jalapeno Slice*(4),7.00
Add Lemon P,7.00
Add Mustard,6.00
Add Pickled Red Onion*,7.00
Add Poblano,7.00
Add Ragin Cajun,7.00
Add Shredded Cheddar Jack Cheese**,7.00
Add Shredded Cheese,7.00
Add Shredded Mozzarella Cheese,6.00
Add Shredded Pepper Jack Cheese 4oz*,7.00
Add Shredded Romaine*,7.00
Add Sirloin Steak Pieces*,7.00
Add Smoked Brisket Taco*,7.00
Add Spicy Mustard,7.00
All Flats Please,7.00
BIG CUBE,7.00
Balsamic,7.00
Balsamic On The Side,7.00
Basil,7.00
Beer Flight,7.00
Boneless,7.00
Bucket Special (5),5.00
Buffalo On The Side,7.00
Buffalo Sauce,7.00
Bun Patty And Cheese Only,7.00
CHILLED GLASS,7.00
CHZ ONLY,7.00
CUT IN HALF,7.00
Cilantro Lime Slaw On The Side,7.00
Citrus Martini,7.00
Cold Glass With Lime,7.00
Correct Price,7.00
Cowboy Sauce,7.00
Extra Bacon Bits,7.00
Extra Balsamic,7.00
Extra Limes,7.00
Extra Pickle,7.00
Extra Shredded Romaine,7.00
Extra Sweet Heat Sauce,7.00
GLASS,7.00
Green Tea Pls Kween <3 Bof 'Em <3 Ily <3 Stay Strong #girlboss,7.00
Grey Goose,7.00
Grilled Not Fried,7.00
Hot Honey On The Side,7.00
In A Pint Glass,7.00
JUST CHEESE,7.00
JUST MEAT & CHEESE,5.00
Jala On Side,7.00
Jalapeno On Side,7.00
LEMON DROP,19.00
Lemon Pep On Wings,7.00
Lemon Pepper Fries,7.00
Lemon Pepper Sprinkle,7.00
Less Sweet,7.00
Light Honey,7.00
Light Mozz,7.00
Light Parm,7.00
Light Salt,7.00
Light Simple Syrup,7.00
Light Sour Cream,6.00
Lime And Salt,7.00
Lime Juice,7.00
Loaded,7.00
MIX W LEM PEP,7.00
Martini Glass,7.00
Mich Ultra,5.00
Mix With Sweet Tea In Pint Glass,7.00
NASHVILLE HOT,7.00
NO CHIPS SUB SLAW,7.00
NO FRIES SUB TOTS,7.00
No Beer Cheese,7.00
No Blueberries 4oz,7.00
No Chips Sub Coleslaw,7.00
No Chips Sub Side Caesar,7.00
No Pickled Onions,7.00
Not A Double,8.00
On Side Korean BBQ,7.00
P,7.00
PEAR,7.00
Pepperoni,7.00
RASPBERRY,7.00
SD MAYO AND MUST,7.00
SIDE KETCHUP,7.00
SIDE RANCH,7.00
SPLASH OF WATER,7.00
STEAK AND QUESO ONLY,7.00
SUB Fries,5.00
SUB PICKLES,2.00
Sauce on the Side,7.00
Sauvignon Blanc,7.00
Sd Queso,7.00
Side Lemon Pepper,7.00
Side Of Boom Boom,7.00
Side Of Mustard,7.00
Sideline Spritzer,7.00
Slaw On Side,7.00
Splash Cranberry,7.00
Splash Of Orange Juice,7.00
Sub Brussels,5.00
Sub Chips For Tots,7.00
Sub Extra Croutons,7.00
Sub Pork,7.00
Sub Sweet Pot Fries,7.00
Sub Swiss Cheese,7.00
Sub Tap Salad,7.00
Sweet Heat On Side,7.00
TO GO💥,7.00
TOOOOO GOOOOOO,7.00
Take Out,7.00
Toooo Gooooo,7.00
Toss Buffalo And Lemon Pep,7.00
Toss In Lemon Pepper,7.00
Toss in Sauce (Mod),7.00
Vegas,7.00
WAFFLE FRIES,7.00
Winter Wonderland,7.00
Xtra Cheese,7.00
1 Spoon,6.00
1/2 Guinness,6.00
11,6.00
1792,6.00
2 Spoon,6.00
3 Glasses,6.00
71,6.00
ADD LEMON PEP TO WINGS,6.00
ADD TOMATO,6.00
ALL FLATS PLS,6.00
APP,6.00
AS SLIDERS,6.00
Add Buffalo Sauce*,6.00
Add Cheese To Eggs,6.00
Add Cherries,6.00
Add Coleslaw,6.00
Add Cowboy Sauce,8.00
Add Cranberry,6.00
Add Extra Cheese,6.00
Add Grilled Mushroom,6.00
Add Jalepeno,6.00
Add Ketchup,6.00
Add Korean BBQ Sauce*,6.00
Add Lemon Pepper To Tenders,6.00
Add Malt Vinegar Aioli Sauce*,6.00
Add Mint,7.00
Add Pepper Jack Cheese,6.00
Add Pepper Jack Cheese (Pizza),6.00
Add Pickle,6.00
Add Pickled Onions,6.00
Add Pulled Pork,6.00
Add Sauteed Onions,6.00
Add Soda Water,6.00
Add Sweet Heat Sauce*,6.00
Add Titos,6.00
All Chilled Shots With Salt And Ljme,6.00
Aperol Sprits,6.00
As Marg,6.00
BASKET,6.00
BLACK N TAN,6.00
BLACKENED CHICKEN,6.00
Bourbon,6.00
Brussel Sprouts,6.00
Build In Togo Box,6.00
CHEESE ONLY,6.00
CHICKEN,6.00
CRISPY FRIES,6.00
Carry Out,6.00
Chilled Salt And Lime,6.00
Chilled With A Lime,6.00
Chilled.glass,6.00
Chocolate Martini,6.00
"Coke, Lime",5.00
Cold Glass!!!,6.00
Cold glass,6.00
Cotija,6.00
Cran On Ice,6.00
Dead Turtle,7.00
Extra Butter,6.00
Extra Crispy Fish,6.00
Extra Jalepenos,6.00
Extra Red Onion 3ea,6.00
Extra Side Of Garlic Parm,6.00
Extra Spicy Mayo On Side,6.00
Extra Well Done,6.00
FRIED SHRIMP,6.00
Fried Chx,6.00
GRAPEFRUIT,6.00
German Mug,6.00
Gin Well,6.00
Half Salt Rim,6.00
Honey Mustard 3oz,6.00
Honey Vince,6.00
Impossible Burger,6.00
In A Heff Glass,6.00
JUICE ON PONCE,6.00
Jalapenos,6.00
Just Meat And Cheese,6.00
Left Side Of 41,6.00
Lemon Pepper On Side,6.00
Lemondrop,6.00
Light Mayo,6.00
Light Raspberry,6.00
Lite Cheese,6.00
Lots Of Ice,6.00
MEAT AND CHEESE ONLY,6.00
Mix W Lem Pep,6.00
Mix With Lemon Pepper,6.00
NO BRISKET,6.00
NO CELERY,6.00
NO FRIES SUB SLAW,6.00
NO PORK SUB CHICKEN,6.00
NO RIM,6.00
NO SALT ON TOTS,6.00
NO SCALLIONS,6.00
NO SIDE,6.00
NO TOTS SUB FRIES,6.00
Nashville Hot,6.00
No Caesar Dressing 3oz,6.00
No Caramel Sauce,6.00
No Chips Sub Tap Salad,6.00
No Guacamole,6.00
No Honey 0.7oz,6.00
No Jalapeno,6.00
No Orange,6.00
No Queso,6.00
No Rasberry,6.00
No Sides,6.00
Not Too Sweet,6.00
ONLY MEAT AND CHEESE,6.00
On Side,6.00
Onion Rings On Side,6.00
Only Sour Cream On Side,6.00
PRICKLY PEAR,6.00
Pineapple Back,6.00
Queso*(1.5),6.00
Ranch On Sd,6.00
Ranchwater,6.00
Repo Rita,6.00
Rock,6.00
SALT ON RIM,6.00
SAUCE ON SIDE,6.00
SHORT,6.00
SIDE MAYO,6.00
SUB GRILLED CHICKEN,6.00
SUB TEQUILA,6.00
Salt Rim And Limes,6.00
Sd Buffalo,6.00
Sd Cowboy Sauce,6.00
Sd Honey Mustard,6.00
Side Bleu Cheese,5.00
Side Cesar Salad,6.00
Side Of Asian Chili Crisp,6.00
Side Of Nashville Hot,6.00
Side Sour Cream,6.00
Sidecar,6.00
Single Tall,6.00
"Soda, Extra Limes",6.00
Spicy Mayo On The Side,6.00
Spicy Mustard,5.00
Splah Of Grapefruit,6.00
Splash,6.00
Splash Of Ginger Ale,6.00
Sprinkle Lemon Pepper,6.00
Strawberry Syrup,6.00
Sub Brisket,6.00
Sub Impossible Meat,6.00
Sub Queso,6.00
Sub Wrap No Bun,6.00
Substitute Honey Mustard*,6.00
TO GO****,6.00
TOGO PLEASE!,6.00
TOOOO GOOOOOOOOO,6.00
TOOOOO GOOOOOOOO,6.00
TOSS CHIC IN BUFF,6.00
TOSS IN BUFF,6.00
To Go Please,6.00
To Go Plz,6.00
To Go To Go,6.00
To Go!!!!!!!,6.00
To Go!!!!!!!!!,6.00
To Yo,6.00
Togo Please,6.00
"Tonic, Lime",6.00
Toooo Goooo,6.00
Tooooo Goooooooo,6.00
Toppings On Side,6.00
Toss Cajun,6.00
Toss Fries In BSB,6.00
Toss In Cowboy,6.00
Toss In Ragin Cajun,6.00
Toss In Sweet Heat,6.00
Tossed In Lemon Pepper,6.00
Tyler To Go,6.00
Very Very Lite Ice,6.00
WATERMELON,6.00
WITH TACOS,6.00
WRAP!!!,6.00
Watermelon Marg,6.00
Watermelon Rita,6.00
Well Done Tenders,6.00
Well Done Wings,6.00
Whisky Sour,6.00
With Ice,6.00
With Mint Instead Of Basil,3.00
With Nachos,6.00
With Tots,6.00
XTRA CRISPY,6.00
1,5.00
2nd,5.00
8,5.00
ADD CHIC,5.00
ADD GRILLED ONIONS,5.00
ADD PICKLED RED ONION,5.00
ADD SPICY MAYO,5.00
ALL TO GO,7.00
Add Avacado,5.00
Add Bacon Bits*,5.00
Add Diced Tomatoes*(Pizza),5.00
Add Fresh Basil 2Tb,5.00
Add Fries,5.00
Add Grilled Poblano Chicken Taco*,5.00
Add Guac To Burger,5.00
Add Jalapeno Slice*(6),5.00
Add Lemon Pep,5.00
Add Lime Juice,5.00
Add Melted Butter,5.00
Add Nashville Hot To Wings,5.00
Add Onion Cilantro Mix,5.00
Add Pepperjack,5.00
Add Pepperoncini,5.00
Add Pepperoncinis,5.00
Add Peppers,5.00
Add Salsa*,5.00
Add Sauteed Mushrooms,5.00
Add Shredded Cheddar Jack Cheese 1oz*,5.00
Add Shredded Cheddar Jack Cheese*,5.00
Add Sour Cream,5.00
Add Tomatos,5.00
All Flat,5.00
All Toppings On Side,5.00
Bacon Crispy,5.00
Bacon On The Side,5.00
Bahama Mama,5.00
Bucket - 5,8.00
Buff Lem Pep Mix,5.00
CHICKEN AND CHEESE ONLY,5.00
Cajun,5.00
Cajun Tots,5.00
Cheddar Jack,5.00
Chicken Tossed In Buffalo,5.00
Chop Veggies Please,9.00
Cold Glasa,5.00
Cold Glass!!!!,5.00
Collins Glass,5.00
Cols Glass,5.00
Creme De Cacao Mule,5.00
Crispy Chicken,5.00
Croutons on the side,5.00
Cut Into Sticks,5.00
Cut Sandwhich In Half,5.00
Cut Sandwich In Half Please,4.00
DIRTY MARTINI,5.00
Dash Of Sprite,5.00
Dewars White Label Double,5.00
Domt Make,5.00
Dressing O/S,5.00
Dunkel,5.00
EXTRA CELERY,5.00
Eagles,5.00
Extra Buffalo Ranch Sauce,5.00
Extra Buffalo Sauce,5.00
Extra Cripsy,5.00
Extra Dirty,5.00
Extra Honey,5.00
Extra Onion And Cilantro,5.00
Extra Peach,5.00
Extra Pickled Onions,5.00
Extra Pickles On Side,5.00
Extra Salt,5.00
Extra Sweet,5.00
Extra Tajin,5.00
Free Draft Card,5.00
French Connection,5.00
Fries Tossed In Lemon Pepper,5.00
Frosted Glass Pls :) <3,5.00
GLUTEN ALLERGY,5.00
GREEN,5.00
Garden On Side,5.00
Gimlet,5.00
Gluten Allergy,5.00
Gold Glass,5.00
Gravy On Side,5.00
Green Beer,5.00
Green Tea Shot <3,5.00
Grenadine,5.00
Grilled Chx,5.00
Guacamole On The Side,5.00
Guava Strawberry,5.00
HOT LEM PEP,5.00
HOT LEM PEP MIX,5.00
Half Cranberry Lots Of Ice,5.00
Honey On Sde,5.00
Honey On Side,5.00
Impossible Patty,5.00
In A Cold Glass,5.00
Korean Bbq On Side,5.00
LEMON DROP MARTINI,5.00
LIMW,5.00
Large Cup,4.00
Lemon And Orange Gatnish,5.00
Lemon Drops,8.00
Lemon Pepper Sprinkles,5.00
Light Chz Light Sauce,5.00
Light Chz Pls,5.00
Light Jalapenos,5.00
Light On Ice,5.00
Light Tomato Sauce,5.00
Lime Garnish,5.00
Lots Of Ice Half Cranberry Juice,5.00
M,3.00
MED RARE,5.00
MEDIUM WELL,5.00
Make As A Wrap,5.00
Make It Spicy,5.00
Manhattan Jacket,5.00
Marinara,5.00
Mayo On Sd,5.00
Medium Steak,4.00
Mexican Hot Chocolate,5.00
Mexican Mule,5.00
Mug,5.00
Mushrooms On The Side,5.00
NO CHIPS JUST TACOS,5.00
NO CHIPS SUB TOTS,5.00
NO CHZ,5.00
NO ICE,5.00
NO PEPPERONI,5.00
NO SAUSAGE,5.00
NO SLAW EITHER,5.00
NO SPICY MAYO,5.00
NUT ALLERGY,5.00
No Aioli,5.00
No Bread,5.00
No Caesar Dressing 2oz,5.00
No Chips And Salsa Sub Tots,5.00
No Chips Just Tacos,5.00
No Chips Sub Caesar,5.00
No Chips Sub Caesar Salad,5.00
No Chips\sub Fries,5.00
No Coconutmilk,5.00
No Egg,5.00
No Fruit,5.00
No Garnish,5.00
No Onion Straws,5.00
No Pickle,5.00
No Pickled Red Onion,5.00
No Pork,5.00
No Pork Sub Steak,5.00
"No Pork, Sub Chicken",5.00
No Ranch Or Bc,5.00
No Raz Mataz,5.00
No Salami,5.00
No Shrooms,5.00
No Sugar,5.00
Not Sparkling,5.00
Nut Allergy,5.00
OLD FASH,5.00
Old Fash,5.00
Old fashion,5.00
Olives,5.00
On Side Jalepeno,5.00
Onion Rings On The Side,5.00
Onion Straws On The Side,5.00
Onions On Side,5.00
P81,5.00
PLAIN,5.00
Patty Cheese And Bun Only,5.00
Peach Schnapps,5.00
Peach With Tajin,5.00
Plain Cheeseburger,5.00
Pork And Cheese Only,5.00
Price Adjust,5.00
Prickly Pear Marg,5.00
Prosecco,5.00
QUESO ON THE SIDE,5.00
Red Onion On Side,5.00
Reg Bbq Sauce,5.00
Regular Fries,5.00
Remake,5.00
Rocks Glass LIGHT ICE,5.00
Run Wild,5.00
SD RANCH,5.00
SHORT GLASS,5.00
SINGLE,5.00
SPLASH OF CRAN,5.00
ST,3.00
STRAWBERRY 86 RIM,5.00
SUB BRISKET,5.00
SUB TOTS,5.00
Same Plate,6.00
Sauce On Sd,5.00
Scallions On The Side,5.00
Sd Spicy Mayo,5.00
Shaken W Ice,5.00
Shredded Cheddar Jack Cheese On The Side,4.00
Side Guac,5.00
Side Hot Sauce,5.00
Side Of Bleu Cheese,5.00
Side Of Cowboy Sauce,5.00
Side Of Spicy Mayo,5.00
Side Yellow Mustard,5.00
Skinney,5.00
Smoked,5.00
Splash Of Lemonade,5.00
Splash Of Pinneapple,5.00
Splash Of Soda Water,5.00
Splash Of Water,5.00
Splash Red Bull,5.00
Squeeze Of Lime,5.00
Steak Medium,5.00
Strab,5.00
Strab Marg,5.00
Strawberry Flavor,5.00
Strawberry With Sugar Rim,5.00
"Strawverry, 86 Rim",5.00
Stwawbewwy,5.00
Sub 4 Fried Chicken,5.00
Sub Caesar Salad,5.00
Sub Casamigos,5.00
Sub Cheddar,4.00
Sub Coleslaw For Chips,5.00
Sub Don Julio Repo,5.00
Sub Fried,5.00
Sub Fried Chicken!!!!!,5.00
Sub Gilroy Garlic Fries,5.00
Sub Mixed Greens,5.00
Sub Sweet Potato FF,5.00
Sub Tots For Fries,5.00
Sugar On Rim,5.00
Sweet Fries,5.00
Sweet Heat On The Side,5.00
Sweet Potatoe Fries,5.00
TEPACHE,5.00
TOGOOOO,5.00
TOSS CHIC IN SWEET HEAT,5.00
Tall Glasd,5.00
Tall Heff Glass,5.00
Texas Mule,5.00
To Goo,5.00
To Gooo!!!!,5.00
To Goooo!!!!!!,5.00
To!go,5.00
Tooooo Gooooooo,5.00
Tooooo Gooooooooo,5.00
Toooooo Gooooooooo,5.00
Toss Chicken In Asian Chili Crisp,5.00
Toss Chicken In Cajun,5.00
Toss Fries In Nashville,5.00
Toss Onion Rings In Cajun,5.00
Toss Tots In Lemon Pepper,5.00
Toss Tots In Ragin Cajun,5.00
Ungodly Amount Of Pickles,5.00
VIRGIN,5.00
Very Light Ice,5.00
Water Crawl,5.00
Watermelon Crawl,5.00
Well Done Chicken,5.00
Well Done Fries,5.00
Well Done Shrimp,5.00
Well Done Steak,5.00
White Choc Martini,5.00
Wings Extra Crispy,5.00
With A Cold Glass,5.00
With Cheese Curds,5.00
With Cold Pint,5.00
Xtra Sauce,4.00
"""Very Very Very Cold Glass""",4.00
$4 Beers,4.00
",",4.00
1 Rock,4.00
13,4.00
2 Cherries,4.00
2 Cold Glasses,5.00
2 Lime,4.00
2 Ranches,4.00
2 Sd Malt Vin Aioli,4.00
3 Tacos,4.00
41,4.00
82,4.00
86 BUN,4.00
86 CHIPS SUB FRIES,3.00
9 Oz Pour,4.00
A Lot Of Head,4.00
A Lot Of Ice,4.00
ADD ITALIAN SEASONING,4.00
ADD JALAPENOS,4.00
"ADD JALAPINO, TAHIN RIM",4.00
ADD JAPS,4.00
ADD LEMON PEPPER,4.00
ADD MUSHROOM,4.00
ALL FLATS IF POSSIBLE,4.00
Add A Little Cream,4.00
Add Baileys,4.00
Add Banana Peppers,4.00
Add Bbq Sauce,4.00
Add Blackened Cod Taco*,4.00
Add Blue Curacao,4.00
Add Cajun To Wings,4.00
Add Cheddar Cheese To Eggs,4.00
Add Chicken 4oz,4.00
Add Chipolte Pineapple,4.00
Add Cilantro Please,4.00
Add Coconut Milk,4.00
Add Crutons,4.00
Add Extra Taco,4.00
Add Garlic Butter Sauce 1oz,4.00
Add Gauva,4.00
Add Ginger,4.00
Add Grilled Onions And Mushrooms,4.00
Add Guacamole,4.00
Add Honey Mustard Dressing*,4.00
Add Impossible Patty*,4.00
Add Impossible Taco*,4.00
Add Jalepinos,4.00
Add Ketchup 1.5oz,4.00
Add Lemon Pepper To Buffalo,4.00
Add Lettuce And Tomato,4.00
Add Lite Ice,4.00
Add Mango,4.00
Add Onion And Tomato,4.00
Add Onion Cilantro,4.00
Add Onion Straws,4.00
Add Onion Straws*,4.00
Add Onion To Burger,4.00
Add Parmesan,4.00
Add Pepper Jack Cheese 1cup,4.00
Add Pretzel Salt*,4.00
Add Prickly Pear,4.00
Add Red Pepper,4.00
Add Reg Mayo,4.00
Add Regular Mayo,4.00
Add Slaw,4.00
Add Smoked Bacon 1 4cup,4.00
Add Strawberry Pls,4.00
All Drums Please,4.00
All Flats Pls,4.00
As Entree,4.00
B1,3.00
BUD LIGHT BUCKET,3.00
BUN AND PATTY ONLY,4.00
Bacon on the side,4.00
Bbq Sauce On The Side,4.00
Big Quesadilla Pls,4.00
Big Side,4.00
Black And Tan With Classic City,4.00
Black And Tan With Stella,4.00
Black N Tan,4.00
Black Velvet,4.00
Blackberry Mule,4.00
Blue Cheese Dressing,4.00
Boom Boom,4.00
Brussels,4.00
Buffalo,4.00
Bun And Patty Only,4.00
CHICKEN NOT PORK,3.00
CILANTRO/ONION ONLY,4.00
COLD GLASS!!!!!!!,4.00
COLD.GLASS,4.00
CRISPY BACON,4.00
Cheddar,4.00
Chicken On The Side,4.00
Chill Glass,4.00
Chilled Glass Plssss <3,4.00
Chilled Shot,4.00
Chipotle Pineapple / Sugar Rim,4.00
Chipotle Pinneapple,4.00
Cold Glass And Line Wedge,4.00
Cold Glassss,4.00
Cosmopolitain,4.00
Cpld Glass,4.00
Crispy Crust,3.00
Crispy Wings,4.00
Cube,4.00
Dawgs Glass,4.00
Dontvmake,5.00
Doubble,4.00
Drink Of The Week,4.00
Dry*,4.00
EXTRA DIRTY MARTINI,4.00
EXTRA ORANGE,4.00
EXTRA QUESO,4.00
EXTRA SPICY,4.00
Everything On The Side,4.00
Everything P,4.00
Ex Crispy,4.00
Extra Aioli,4.00
Extra Bacon,4.00
Extra Bacon Bits*,4.00
Extra Cilantro,4.00
Extra Cocktail Sauce,4.00
Extra Grilled Chicken Slices (Sazon),4.00
