MENU_ITEM_NAME,AVERAGE_ITEM_PRICE,ITEM_QUANTITY,ITEM_NET_AMOUNT
Cheese Burger Side Tots,12.00,1.00,12.00
Cheese Burger Sliders,0.00,1.00,0.00
Cheese Burguer,5.00,1.00,2.50
Cheese Curd Mini,3.00,1.00,0.00
Cheese Pizza On Cauliflower Crust,10.00,1.00,5.00
Cheese Pizza With Marinara,0.00,1.00,0.00
Cheese Quesadila,0.00,1.00,0.00
Cheese Quesadilla To Go,4.00,1.00,4.00
Cheese Quesadilla With Pepper Jack,3.00,1.00,1.50
Cheese Quesedilla,6.00,1.00,6.00
Cheese Sticks Like Papa Johns,0.00,1.00,0.00
Cheese Togo,0.00,1.00,0.00
Cheeseburger Sliders,0.00,1.00,0.00
Cherries,3.00,1.00,3.00
Cherry Chouffee,3.00,1.00,3.00
Cherry Pie Sample,0.00,1.00,0.00
Cherry Seltzer THC Can,10.00,1.00,10.00
Cherry THC Cycling Frog,10.00,1.00,10.00
Chicken,5.00,1.00,5.00
Chicken And Waffles,17.00,1.00,17.00
Chicken Bacon Ranch,12.00,1.00,12.00
Chicken Bacon Ranch Sub With Salad Bleu Cheese No Tomato On Salad Or Sandwich,10.00,1.00,10.00
Chicken Biscuit,6.00,1.00,0.00
Chicken Breast,4.00,1.00,4.00
Chicken Caesar Wrap No Croutons,13.00,1.00,13.00
Chicken Caprese Sandwhich,13.00,1.00,13.00
Chicken Caprese Sandwich,0.00,1.00,0.00
Chicken Ceasr Salad Wrap,0.00,1.00,0.00
Chicken For Nacos,3.00,1.00,3.00
Chicken No Seasing,5.00,1.00,5.00
Chicken Parm Sandwich,0.00,1.00,0.00
Chicken Parm Sandwich. Lemon Pep Fries,0.00,1.00,0.00
Chicken Parm Sub,0.00,1.00,0.00
Chicken Philly,12.00,1.00,12.00
"Chicken Poblano Tacos, Flour Tort, Side Brussels",0.00,1.00,0.00
Chicken Quesadilla With Onions Inside,7.00,1.00,7.00
Chicken Taco Bar (CAT),80.00,1.00,80.00
Chicken Tender Refill,40.00,1.00,30.80
Chicken Tender Sub No Publix,10.00,1.00,0.00
Chicken Tender Tap Salad,0.00,1.00,0.00
Chicken Tenders And Fries,0.00,1.00,0.00
Chicken Tendy Sammy On Toast,0.00,1.00,0.00
Chicken Wrap No Side,5.00,1.00,2.50
Chile Sauce Dont Make,0.50,1.00,0.50
Chillwd Glass,0.00,1.00,0.00
Chips + Queso,6.00,1.00,6.00
Chips + Salsa,4.00,1.00,4.00
Chips And Queso,4.75,1.00,2.37
Chips And Queso Hh,6.00,1.00,6.00
Chips N Salsa,6.75,1.00,6.75
Chloe Pinot Grigio btl,31.50,1.00,31.50
Chocolate Martini Made By Dana,0.00,1.00,0.00
Chocolate Sauce,0.00,1.00,0.00
Chouffe,5.00,1.00,5.00
Churros,0.00,1.00,0.00
"Chx Sandwich, Just Fried Chx And Bread",6.00,1.00,6.00
Cigar #2,26.00,1.00,23.40
Cigar City Especial,17.00,1.00,17.00
Cigar City Florida Man,5.00,1.00,5.00
Cigar City Jai Ali Hh,7.00,1.00,7.00
Cigar City TASTE,0.00,1.00,0.00
Cilantro Mix,0.50,1.00,0.50
Cinnamon Flapjacks,0.00,1.00,0.00
Cinnamon Pretzel,9.00,1.00,9.00
Cinnamon Sugar Pretzel,,0.00,0.00
Classic City Light,3.00,1.00,3.00
Classic City Yeti Ticket,6.00,1.00,6.00
Classic Light,5.00,1.00,5.00
Classic Marg,12.00,1.00,12.00
Clear Out,0.11,1.00,0.11
Cloud,6.00,1.00,6.00
Cloud Beer,7.00,1.00,7.00
Clown Shoes Pecan,8.00,1.00,8.00
Club Soda Only With Lime,0.00,1.00,0.00
Club Wrap Sub Steak,0.00,1.00,0.00
Coconut Lime Lunch Marg,5.00,1.00,5.00
Coconut Milk,5.00,1.00,5.00
Cod Taco,6.00,1.00,6.00
Cod Tacos On Flour,12.75,1.00,12.75
Cojito Holiday Drink - Felipe,13.00,1.00,13.00
Come Out To Haze,8.00,1.00,8.00
Coquitos,7.00,1.00,7.00
Corn Tortillas 2,0.00,1.00,0.00
Corona Lt Bucket,20.00,1.00,20.00
Cosmo,10.00,1.00,10.00
Cosmo w Hornitos,9.00,1.00,9.00
Cosmo w Titos,12.00,1.00,12.00
Country Boy Brewing,8.00,1.00,8.00
Country Boy Creamcicle,8.00,1.00,8.00
Country Boy Draft,8.00,1.00,8.00
Country Boy Taste,0.00,1.00,0.00
Cowboy,7.00,1.00,7.00
Cowboy Sauce - Very Small Taste,0.00,1.00,0.00
Cowboy sauce,0.00,1.00,0.00
Craft Burguer,16.00,1.00,16.00
Cramb Juice,3.00,1.00,3.00
Cran Berry Juice,3.00,1.00,3.00
Cran Juice,2.00,1.00,2.00
Cran No Ice,2.00,1.00,2.00
Cranberry Juice & Pineapple Juice Mixed,3.00,1.00,3.00
Cranberry Juice For A Kid,2.00,1.00,2.00
Cranberry Juice In Kids Cup,0.00,1.00,0.00
Cranberry Juice On Ice,3.00,1.00,3.00
Cranberry Juice On The Rocks,3.00,1.00,3.00
Cranberry Juice With Ice,3.00,1.00,3.00
Cranberry Juice With Light Ice,3.00,1.00,3.00
"Cranberry, Soda, Lime , Tall Glass",3.50,1.00,3.50
Creamchees Pick,5.00,1.00,2.50
Creamcicle,8.00,1.00,8.00
Creamsicle Comeback Cocktail,8.00,1.00,8.00
Creat C,7.00,1.00,7.00
Creatur Confoft,6.08,1.00,6.08
Creature Comfort Athena Pardiso,7.00,1.00,7.00
Creature Comfort Fall Taste,0.00,1.00,0.00
Creature Comforta Hot Pink Taste,0.00,1.00,0.00
Creature Comforta Neon Hot Pink,8.00,1.00,8.00
Creature Comforts Athens,7.00,1.00,7.00
Creature Comforts Fall Draft,8.00,1.00,8.00
Creature Comforts Fall Taste,0.00,1.00,0.00
Creature Comforts Neon Cylinders,0.00,1.00,0.00
Creature Comforts Neon Cyliners CAN,,0.00,0.00
Creature Comforts Pale Ale,5.00,1.00,5.00
Creature Comforts Sun Glow Vodka Seltzer Cirtus Can,5.00,1.00,5.00
Creature Comforts Sun Rain,6.00,1.00,6.00
Creature Comforts Sunglow Can,8.00,1.00,8.00
Creature Comfot Fall,7.00,1.00,7.00
Creature Wild Planet,0.00,1.00,0.00
Creatute Comfprts Fall,8.00,1.00,8.00
Creatyre Comforts Neon Cylinders: Hot Pink,7.00,1.00,7.00
Creatyre Wild Planet,8.00,1.00,8.00
Crispy Bacon Biscuit W Butter,2.00,1.00,1.00
Crispy Brussel Sprouts,6.01,1.00,6.01
Crispy Chicken Sandwhich,0.00,1.00,0.00
Crispy Chicken Sandwich Tossed In Rajin Cajun,0.00,1.00,0.00
Crooked Pina,5.00,1.00,5.00
Crown Apple,39.00,2.00,78.00
Cruz Blanca Taste,0.00,1.00,0.00
Cs Of LH,12.00,1.00,12.00
Cuervo Tradicionale,6.00,1.00,6.00
Cup Of Buffalo Chicken Dip,0.00,1.00,0.00
Cup Of Cheddar Cheese,0.00,1.00,0.00
Cup Of Cheese,0.50,1.00,0.50
Cup Of Croutons,0.00,1.00,0.00
Cup Of Ice With Strawberry With The Senorita,0.00,1.00,0.00
Cup Of Steak,5.00,1.00,2.50
Cup Of.pickels,0.00,1.00,0.00
Cup Oj In To Go Cup,3.00,1.00,3.00
Cycle Cherry,12.00,1.00,12.00
Cycling Frog Wild Cherry Seltzer 10mg btl,10.00,1.00,6.51
D O W Shot,5.00,1.00,5.00
D.O.W Special,14.00,1.00,14.00
DIPA,,0.00,0.00
DOW Drunk Lep,7.00,1.00,7.00
Dad Bod,9.00,1.00,9.00
Dad Pin,8.00,1.00,7.20
Dad Water - Lime,8.00,1.00,8.00
Dad Water Gary,8.00,1.00,8.00
Dad Water Steve,8.00,1.00,8.00
Daft Special,4.00,1.00,4.00
Dahl Sky Squirrel,11.00,1.00,11.00
Dahlonega Sky Squirrel Sample,5.00,1.00,2.50
Daisy Trop Punch,8.00,1.00,8.00
Dalmore 12,18.00,1.00,18.00
Dalmore 12 Year Sherry Cask 12 Year,16.00,1.00,16.00
Dalmore Sherry Cask Big Rock,12.00,1.00,6.00
Daou Wine,10.00,1.00,10.00
Dark & Stormy,10.00,1.00,10.00
Daycation Sample,3.00,1.00,3.00
Deachuts Nitro Obsidian Stout,8.00,1.00,8.00
Deep Eddys Pineapple Mu!e,8.00,1.00,8.00
Delmore,32.00,1.00,32.00
Deluxe,5.00,1.00,5.00
Deschutes Black Butte,7.00,1.00,7.00
Deschutes Black Butter,7.00,1.00,7.00
Deschutes HH,6.00,1.00,6.00
Deschutes Patagonia Lager,7.00,1.00,7.00
Deschutes Patagonia Sample,3.00,1.00,3.00
Desh Obsid St,8.00,1.00,8.00
Deshuttes Black Porter,7.00,1.00,7.00
Die T,2.00,1.00,2.00
Dirty Martini,9.00,1.00,9.00
Dive,3.00,1.00,3.00
Dive Beef,3.00,1.00,3.00
Dive Beer Bucket (5),15.00,1.00,15.00
Dive Beer Buckey,15.00,1.00,15.00
Dive Beer With Cold Glass,4.00,1.00,4.00
Doctor Robot On Tap,5.00,1.00,5.00
Dof,4.00,1.00,4.00
Dog,5.00,1.00,5.00
Dog Chicken Togo,5.00,1.00,5.00
Dog Food Chicken,4.99,1.00,4.99
Dogf,4.00,2.00,8.00
Dogfish,5.00,1.00,5.00
Dogfish Head 60 Min,6.00,1.00,6.00
Dogfish Head IPA,7.00,1.00,7.00
Dominga Paloma Sample,3.00,1.00,3.00
Dominga Paloma Taste,0.00,1.00,0.00
Dominga Taste,0.00,1.00,0.00
Don Julio,16.00,1.00,16.00
Don Julio 70,22.50,1.00,22.50
Don Julio Anejo Tequila,17.00,1.00,17.00
Dos Equis Amber,8.00,1.00,8.00
Dos Equis DRAFT,5.00,1.00,5.00
Dos Perros,6.00,1.00,6.00
Dos XX Draft,5.00,1.00,5.00
Doub Hendrix Oasis Dirty Martini,20.00,1.00,20.00
Double,6.00,1.00,6.00
Double Jeopardy,7.00,1.00,7.00
Double Jeopardy NO MAKE,8.00,1.00,7.20
Double Lemon Drop,15.50,1.00,15.50
Double Mcguires On Ice,0.00,1.00,0.00
Double Titos,10.00,1.00,10.00
Dow Pineapple Mezacl Old Fashion,12.00,1.00,12.00
Dr.robot,10.00,1.00,7.50
Drafty,8.00,1.00,8.00
Dragonade,9.00,1.00,9.00
Dragons Milk 5oz,4.00,1.00,4.00
Dragons Milk Oatmeal,3.00,1.00,3.00
Drambuie,7.00,1.00,7.00
Drifty K,8.00,1.00,8.00
Drink Of The Week,8.00,1.00,8.00
Drink Of W,13.00,1.00,13.00
Drunk Leprechaun,7.00,1.00,7.00
Ducce,10.00,1.00,10.00
Dunkel HH,6.00,1.00,6.00
Dunkle SAMPLE,3.00,1.00,3.00
Dw,10.00,1.00,10.00
Dyacation,7.00,1.00,7.00
Dylux Can,3.00,1.00,3.00
EL MATADOR SUB DON JULIO REPOSADO,52.00,1.00,52.00
EXTRA SIDE KETCHUP,0.00,1.00,0.00
EXTRA SIDE PICKLES,0.00,1.00,0.00
Eagle Rare,7.00,1.00,7.00
Eagle Rare 10 yr,7.00,1.00,7.00
Ecco,10.00,1.00,10.00
Ecco Domani Pinot Grigii,10.00,1.00,10.00
Edmunds Oast Dark Stuff Draft,,0.00,0.00
Educated Guess Cab,12.00,1.00,12.00
Eg,,0.00,0.00
Egg And Cheese Sandwich,0.00,1.00,0.00
Eggs Add Onion Cilantro And Tomato,4.00,1.00,0.00
Einstock,9.00,1.00,9.00
Elderflower Liqeur,10.00,1.00,10.00
Emergency Beer,3.00,1.00,3.00
Esb 8 Oz Pour,3.50,1.00,3.50
Espcial Drink,8.00,1.00,8.00
Espresso No Make,3.00,1.00,3.00
Estrella damm,6.00,1.00,6.00
Etsu,10.00,1.00,10.00
Etsu Gin,10.00,1.00,10.00
Etsu Gin French 75,12.00,1.00,12.00
Etsu Japanese Gin,10.00,1.00,10.00
Everything Bagel With Mustard And Queso,0.00,1.00,0.00
Evil Twin Jesus,9.00,1.00,9.00
Extea Celery,0.50,1.00,0.50
Extra Bacon Biscuit,3.00,1.00,0.00
Extra Balsamic Vin On The Side,0.50,1.00,0.50
Extra Brisket FLOUR,3.00,1.00,3.00
Extra Brisket Taco,4.00,1.00,4.00
Extra Buffalo Sauce On The Side,0.00,1.00,0.00
Extra Celery,3.00,1.00,3.00
Extra Crispy Wings,0.00,1.00,0.00
Extra Extra Pickles,0.50,1.00,0.50
Extra Jalapenos,0.50,1.00,0.50
Extra Malt Vinegar Aioli,0.50,1.00,0.50
Extra Onion And Jalepenos,2.00,1.00,2.00
Extra Pepperoni No Make,2.00,1.00,2.00
Extra Pickles,0.50,1.00,0.50
Extra Pickles On The Side,0.00,1.00,0.00
Extra Ranch  Togo,0.50,1.00,0.50
Extra Seasoningbon Side,0.50,1.00,0.50
Extra Shrimp,5.00,1.00,5.00
Extra Side Of Balsamic Dressing,0.00,1.00,0.00
Extra Side Of Caesar,0.00,1.00,0.00
Extra Side Of Lemon Pepper,0.00,1.00,0.00
Extra Side Of Lemonpep,0.00,1.00,0.00
Extra grilled chicken,2.50,1.00,2.50
FRENCH 75,0.00,1.00,0.00
FRIED FISH SANDWICH,8.00,1.00,5.60
FRIED PICKLES,6.00,1.00,6.00
Fall In A.cup,13.00,1.00,13.00
Fall Line DONT MAKE,5.00,1.00,5.00
Fall Line Octoberfest,5.00,1.00,5.00
Fall Line Oktober W Cold Glass,6.00,1.00,6.00
Fall Sparkler,8.00,1.00,8.00
Fat Botton Teddy Libe,7.00,1.00,7.00
Felipe You Forgot The Lemon,0.00,1.00,0.00
Fiddler Bourbon Old,32.00,1.00,32.00
Fiddler Wheated Bourbon,8.00,1.00,8.00
Field Trip Sample,3.00,1.00,3.00
Fin Du Monde,15.00,1.00,15.00
Finn And Rye,2.00,12.00,24.00
Finnish Long Drink Zero,7.50,1.00,7.50
Fire Maker Clamity Jane,7.00,1.00,7.00
Fire Maker Haze And Blazed,7.00,1.00,7.00
Fire Maker Jane Blonde Taste,0.00,1.00,0.00
Fired Jalape,1.00,1.00,1.00
Firemaker Calamity,7.00,1.00,7.00
Firewater Trop,5.00,1.00,5.00
Fish Sandwhich,16.00,1.00,0.00
Fish Sandwich,10.00,1.00,0.00
Flats,2.00,1.00,2.00
"Flight Lexigton , Blue Moon, Hop,red Tucker",15.00,1.00,15.00
Florida Man IPA,5.00,1.00,5.00
Florida Man Punch,5.00,1.00,5.00
Floridaman Ipa,5.00,1.00,5.00
Flour Tortillas (3),2.00,1.00,2.00
Flour Tortillas To Go,0.00,1.00,0.00
Fluffer Nuffer,3.00,1.00,3.00
Fluffer Nutter,7.00,1.00,7.00
Fly Eagles Fly,10.00,1.00,10.00
Fm Tropical,0.00,1.00,0.00
Food Toooooooo Goooooooooooo,0.00,1.00,0.00
Founders Sld Gld 24oz,0.00,1.00,0.00
Founders Taste,0.00,1.00,0.00
Fran Cab,10.00,1.00,10.00
Franciscan,12.00,1.00,12.00
Freak Of Nature,8.00,1.00,8.00
Freeman Trail,6.00,1.00,6.00
Fresh Ipa,8.00,1.00,8.00
Fried Chicken Breast,7.00,1.00,7.00
Fried Chicken Caesar Wrap W Fries,0.00,1.00,0.00
Fried Fish Sandwhich,13.00,1.00,13.00
Fried Green T,7.00,1.00,5.54
Fried Green Tomato,8.00,1.00,8.00
Fried Pickles 1\\2 Order,5.00,1.00,5.00
Fried Shrimp Tacos,12.75,1.00,12.75
Frozen Glass,0.00,1.00,0.00
Frued Chicken Caesar Wrap,0.00,1.00,0.00
Frued Chucken,0.00,1.00,0.00
Fruit Cup For Raj,0.00,1.00,0.00
Fruit Flash Can,6.00,1.00,6.00
Full Court,8.00,1.00,8.00
Furnet,7.00,1.00,3.50
GREEN TEA DRINK,10.00,2.00,20.00
GRILLED CAPRESE SANDWICH,12.00,1.00,12.00
GRILLED CHEESE & Fries,8.00,1.00,8.00
GRILLED CHICKEN SANDWICH. RAJIN CAJUN SEASONING,0.00,1.00,0.00
GRILLED CHICKEN TACO SALAD,0.00,1.00,0.00
GRILLED SHRIMP N COCKTAIL SAUXE,0.00,1.00,0.00
GRILLED SHRIMP TACOS,0.00,1.00,0.00
Ga Glass,,0.00,0.00
Garlic Aioli,0.00,1.00,0.00
Garlic Buttr,0.50,1.00,0.50
Garlic Fries,1.00,1.00,1.00
Gasoline Dreams,7.00,1.00,7.00
Gate City Copperhead,7.00,1.00,7.00
Gator,5.00,1.00,5.00
Gator 2x Ipa,5.00,1.00,5.00
Gator Can,5.00,1.00,3.36
Gator Punch,5.00,1.00,5.00
Geirgia Spritz,10.00,1.00,10.00
Ghost In The Machine TASTE,0.00,1.00,0.00
Ghost Tequila Double On The Rocks,10.00,1.00,10.00
Gift Cards,25.00,1.00,25.00
Gilroy Garlic Tots,8.00,1.00,8.00
Gin Tonc,9.00,1.00,9.00
Ginger,3.00,1.00,3.00
Ginger Beer In A Glass W Ice,3.00,1.00,3.00
Ginger Beer W Lime,3.00,1.00,3.00
Ginger Steak Wrap,,0.00,0.00
"Gingerbeer, Tonic,lime",0.00,1.00,0.00
Girls Your Awesome :).  Felipe,0.00,1.00,0.00
Give Me Some Of Your Sweet Heat,,0.00,0.00
Glass,10.00,1.00,10.00
Glass Of OJ,3.00,1.00,3.00
Glass Of Orange Juice,3.00,1.00,3.00
Glassware,3.00,1.00,3.00
Goat Island Glass,7.00,1.00,7.00
Golden Draak,10.00,1.00,10.00
Goose Island Bourbon,3.00,1.00,3.00
Gran Cent,14.00,1.00,14.00
Gran Centinario,14.00,1.00,14.00
Gran Marnier,5.00,1.00,3.75
Grand Marnier,7.00,2.00,10.50
Grander,8.00,1.00,8.00
Grander 12,12.00,1.00,12.00
Grander 12 Yr Panama Rum,12.00,1.00,7.00
Grander 8,8.00,10.00,80.00
Grander 8 Year,7.00,1.00,7.00
Grander 8 Yrs,12.00,1.00,12.00
Grander Rum,15.00,1.00,15.00
Grander Rum 8 Year Old Fashioned,10.00,1.00,0.00
Grapefruit Hibiscus,6.00,1.00,6.00
Grapefruit Juice,8.00,1.00,8.00
Grateful Dead Glass,12.00,1.00,12.00
Gratuity,1000.00,1.00,1000.00
Great Job Tonight Everyone,0.00,1.00,0.00
Green Fry Tomat,7.00,1.00,7.00
Green Fry Tomato,0.00,1.00,0.00
Green Olives,1.00,1.00,1.00
Green River Manha,13.00,1.00,13.00
Green Tea,6.00,1.00,6.00
Green Tea Shots,5.00,3.00,15.00
Grill Chicken Burrito Sweet Potato,15.00,1.00,0.00
Grill Chicken For Dog O Go,4.00,1.00,4.00
Grill Chicken To Go,6.99,1.00,6.99
Grill Chicken To Go Dog,4.00,1.00,4.00
Grill Fish Season With Rajun Cajun,9.99,1.00,9.99
Grill Fish Taco No Chips,18.00,1.00,18.00
Grill Jalapeno,1.00,1.00,1.00
Grilled Bbq Chicken Sub With Side Caesar No Parm On Caesar,13.00,1.00,0.00
Grilled Cheese Pls,0.00,1.00,0.00
Grilled Cheese With A Side Tap Salad,0.00,1.00,0.00
Grilled Cheese With Bacon,14.00,1.00,14.00
Grilled Cheese With Side Of Tator Tots,9.00,1.00,9.00
Grilled Cheese With Tots,10.00,1.00,10.00
Grilled Cheess With Fries,7.00,1.00,7.00
Grilled Chicken (Caesar),4.00,1.00,4.00
Grilled Chicken Breast,6.00,1.00,6.00
Grilled Chicken Breast Blackened,7.00,1.00,7.00
Grilled Chicken Sandwich,7.00,1.00,3.50
Grilled Chickrn Caprese Sandwich With Fries,12.00,1.00,12.00
Grilled Chreese With Bacon,5.00,1.00,5.00
Grilled Fish,4.00,1.00,0.00
Grilled Shrimp Cocktail Sauce,0.00,1.00,0.00
Grilled Shrimp N Cocktail Sauce,0.00,1.00,0.00
Grilled Toast,1.00,1.00,1.00
Grilled Turkey & Cheese,0.00,1.00,0.00
Grillwd Cheese,5.00,1.00,5.00
Grolsh Bottle,7.00,1.00,7.00
Grpefruit Juice,3.50,1.00,3.50
Grumpy Granny Taste,0.00,1.00,0.00
Guac Burger No Side,10.00,1.00,5.00
Guacamole,0.00,1.00,0.00
Guacamole And Sour Cream,0.00,1.00,0.00
Guine And Widow,9.00,1.00,9.00
Guinness Zero,5.50,1.00,5.50
Gulden Draq W Glass,10.00,1.00,10.00
HH NUTRL Cranberry Apple Seltzer can,7.00,1.00,7.00
HH NUTRL Mango Seltzer can,7.00,1.00,7.00
HH NUTRL Orange Seltzer,,0.00,0.00
HH Night On Ponce,6.00,1.00,6.00
HH Poblano Chicken Tacos,9.00,1.00,9.00
HI WIRE STOUT,8.00,1.00,8.00
HOEGARDEN,7.00,1.00,7.00
Half Batch Fried Pickles,5.00,1.00,0.00
Half Cheese Half Pepp Pizza,10.00,1.00,10.00
Half Cheese Half Pepperoni Pizza,0.00,1.00,0.00
Half Orange Juice Half Cranberry,3.50,1.00,3.50
Half Order Of Cheese Curds,4.00,1.00,0.00
Half Order Of Chicken Nachos,9.00,1.00,9.00
Half Order Of Fried Pickles,0.00,1.00,0.00
Half Order Of Nachos- No Meat,9.00,1.00,4.50
Half Order Of Pickles,6.00,1.00,6.00
Half Order Onion Rings,5.00,1.00,1.50
"Half Pepperoni, Half Cheese Pizza",0.00,1.00,0.00
Half Pour Of Franciscan Cabernet,6.00,1.00,6.00
Half Scoop Ice Cream,2.50,1.00,2.50
Half Scoop Of Ice Cream,0.00,1.00,0.00
Halfway Crooks Turbo,7.00,1.00,7.00
Happy Hour Cheese Pizza,10.00,1.00,10.00
Happy Hour Dow,7.00,1.00,7.00
Harpoon UFO Shandy,6.00,1.00,6.00
Harpoon UFO Shandy Taste,0.00,1.00,0.00
Harpoon UFO Strawb Taste,,0.00,0.00
Harpoon UFO Strawberry Shandy Taste,0.00,1.00,0.00
Hazed,3.00,1.00,3.00
Hazy Beer,6.00,1.00,6.00
Hazy Ipa,6.00,1.00,6.00
Hefeweissbier,8.50,1.00,8.50
Hefeweisse 16 Oz,7.00,1.00,7.00
Hein,6.00,3.00,18.00
Heine,5.00,1.00,5.00
Heineken,6.00,1.00,6.00
Heinikian Dont Make,6.00,1.00,6.00
Helluvania Sample,3.00,1.00,3.00
Hendricks And Soda,8.00,1.00,8.00
Hendricks Double Tall With Tonic,12.00,1.00,12.00
Hendricks Gin And Tonic,8.00,1.00,8.00
Hh,0.01,1.00,0.01
Hh Blood Orange Marg,7.00,1.00,7.00
Hh Tucker Red Lager,7.00,1.00,7.00
Hh Yazoo,5.00,1.00,5.00
Hi - Wire Stout,8.00,1.00,8.00
Hi Life Trovili,5.00,1.00,5.00
Hi Wire 10,7.00,1.00,7.00
Hi Wire Churro Flight,3.00,1.00,3.00
Hi Wire Irish Cream,8.00,1.00,8.00
Hi Wire Irish Cream 10W 40 Stout,8.00,1.00,8.00
Hi Wire Maple  Stout,8.00,1.00,8.00
Hi Wire Maple Stout,8.00,1.00,7.00
Hi-Wire 10w40,8.00,1.00,8.00
Hi-wire Maple,8.00,1.00,8.00
HiWire Stout,6.00,1.00,6.00
High Noon Mango,7.00,1.00,7.00
High Noon Passnfrt,4.00,1.00,4.00
High Noon Pineappl,6.00,1.00,6.00
High Noon WATERMELON,8.00,1.00,8.00
High Noon Watermelon,7.00,1.00,7.00
Highl Beer,7.00,1.00,7.00
Highlamd Daycation,8.00,1.00,7.47
Highland 12 Double Manha,36.00,1.00,36.00
Highland Daycation TASTE,0.00,1.00,0.00
Highland Park,15.00,1.00,15.00
Highland Staycation,3.00,1.00,3.00
Highland Stout,6.00,1.00,6.00
Highnoon Bucket,28.00,1.00,28.00
Highpour 2.5MG THC blueberrry Seltzer,5.00,1.00,5.00
Hilton Head Rum Cream,7.00,1.00,0.00
Hiwire,3.00,1.00,3.00
Hoagarden,8.00,1.00,8.00
Hoegardden,5.00,1.00,5.00
Home Fries And 2 Plain Biscuits,0.00,1.00,0.00
Honey Mustard Side,0.75,1.00,0.75
Hop Beer,7.00,1.00,7.00
Hopsecutiioner,7.00,1.00,0.00
Hopsecutioner,7.00,1.00,7.00
Hoscutionor,6.00,1.00,6.00
Hot Dog And Fries,8.00,1.00,8.00
Hot Dog N Fries,8.00,1.00,8.00
Hot Dog W/ Fries,5.00,1.00,5.00
Hot Honey Drizzle,0.50,1.00,0.50
Hot Honey On Side,0.50,1.00,0.50
Hot Honey Pep Pizza,12.00,1.00,7.84
Hot Honey Pepperoni Lunch Special,10.00,1.00,10.00
Hot Honey Pepperoni Pizza (CAT),15.00,3.00,45.00
Hot Honey Pepporoni Pizza,10.00,1.00,10.00
Hot Honey Sd,0.50,1.00,0.50
Hot Peppers,2.00,1.00,2.00
Hot Queso,0.00,1.00,0.00
Hot Sauce On Side Togo,1.00,1.00,1.00
Hot Sauce To Go,1.00,1.00,1.00
Hummas Bowl,10.00,1.00,10.00
I Scoop Of Ice Cream,0.00,1.00,0.00
I.W. Harper Cabernet Cask Bourbon,16.00,1.00,16.00
IW Harper 15 Year Old Fashion,27.00,1.00,27.00
Ice Cream To Go,0.00,1.00,0.00
Ice Cream With Chocolate Sauce,2.00,1.00,1.00
Ice Xream Scoop,0.00,1.00,0.00
Icecream,2.00,1.00,1.50
Ignore,0.01,1.00,0.01
Iguana,6.00,1.00,6.00
Imperial Stout,6.00,1.00,6.00
Impossible Burger Add Cheddar Cheese,0.00,1.00,0.00
Innes Gun,5.00,1.00,5.00
Innis & Gun,5.00,1.00,5.00
Innis And Dunn,5.00,1.00,5.00
Innis Gunn Carribean Rum Cask,5.00,1.00,4.04
Innis Gunn Carribean Rum Cask Can,5.00,1.00,5.00
Innis&Gunn,5.00,1.00,5.00
Innus N Gunn,5.00,1.00,5.00
Instant Crush Taste,0.00,1.00,0.00
Irish,4.00,1.00,4.00
Irish Cream Double,8.00,1.00,8.00
Irish Cream On Ice,5.00,1.00,5.00
Irish Drop Dragons Milk,8.00,1.00,8.00
Irish Gold Rush HH,7.00,1.00,7.00
Isl Mystery,12.00,1.00,12.00
Island Of Misfits,11.00,1.00,11.00
Italian Pilsner Taste,0.00,1.00,0.00
Italian Tap Salad,11.00,1.00,0.00
Italiano,,0.00,0.00
Its Tiki Time,10.00,1.00,10.00
Jack,5.00,1.00,5.00
Jack & Coke (Lunch),5.00,1.00,5.00
Jack Apple,5.00,1.00,5.00
Jack Daniels + Coke Lunch,5.00,1.00,5.00
Jack Daniels BB,5.00,1.00,5.00
Jack Daniels Blackberry,5.00,1.00,5.00
Jack Fire,5.00,1.00,5.00
Jack Lunch,5.00,1.00,5.00
Jack N Coke,5.00,1.00,5.00
Jack N Coke Zero,5.00,1.00,5.00
Jack N Diet Coke,5.00,1.00,5.00
Jack N Diet Coke Lunch,5.00,1.00,5.00
Jalapeno Casamigos,14.00,1.00,14.00
Jalapeno Corn Bread,5.00,1.00,0.76
Jalapeno Cornbread Bloody Mary,14.00,1.00,14.00
Jameson Pickle Back,0.00,1.00,0.00
Jhonny Wa,10.00,1.00,10.00
Johnny Walker Black Label Double,24.00,1.00,24.00
Jose Cuervo Repo,7.00,1.00,7.00
Jose Repo,6.00,1.00,3.00
Jose Trad,6.00,1.00,6.00
Jude,7.00,2.00,14.00
Juice On Ponce,7.00,1.00,7.00
Juice Ponce,7.00,1.00,7.00
Juiced On Ponce Taste*,0.00,1.00,0.00
Just Chips And Steak Nachos,6.00,1.00,6.00
KBS,7.00,1.00,7.00
KSU Beer,7.00,1.00,7.00
KSU LAGER,7.00,1.00,7.00
KSU owl Can,7.00,1.00,7.00
Kahlua Coffee,10.00,1.00,10.00
Kahula And Heavy Cream,5.00,1.00,5.00
Kamakaze Shot,8.00,2.00,11.49
Kazmakazi,6.00,3.00,18.00
Keef,10.00,1.00,10.00
Keef Can 10 Mg,10.00,1.00,5.00
Keef Cannabis Cola,10.00,1.00,10.00
Keef Coca Cola,10.00,1.00,5.00
Keef Original Coke,8.00,1.00,8.00
